Emotions,Path
happy,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_h09.wav
happy,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_h10.wav
happy,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_h11.wav
happy,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_h12.wav
happy,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_h13.wav
happy,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_h14.wav
happy,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_h15.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_n01.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_n02.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_n03.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_n04.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_n05.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_n06.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_n07.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_n08.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_n09.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_n10.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_n11.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_n12.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_n13.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_n14.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_n15.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_n16.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_n17.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_n18.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_n19.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_n20.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_n21.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_n22.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_n23.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_n24.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_n25.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_n26.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_n27.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_n28.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_n29.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_n30.wav
sad,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_sa01.wav
sad,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_sa02.wav
sad,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_sa03.wav
sad,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_sa04.wav
sad,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_sa05.wav
sad,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_sa06.wav
sad,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_sa07.wav
sad,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_sa08.wav
sad,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_sa09.wav
sad,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_sa10.wav
sad,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_sa11.wav
sad,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_sa12.wav
sad,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_sa13.wav
sad,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_sa14.wav
sad,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_sa15.wav
surprise,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_su01.wav
surprise,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_su02.wav
surprise,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_su03.wav
surprise,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_su04.wav
surprise,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_su05.wav
surprise,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_su06.wav
surprise,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_su07.wav
surprise,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_su08.wav
surprise,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_su09.wav
surprise,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_su10.wav
surprise,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_su11.wav
surprise,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_su12.wav
surprise,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_su13.wav
surprise,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_su14.wav
surprise,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/JK_su15.wav
angry,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_a01.wav
angry,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_a02.wav
angry,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_a03.wav
angry,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_a04.wav
angry,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_a05.wav
angry,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_a06.wav
angry,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_a07.wav
angry,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_a08.wav
angry,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_a09.wav
angry,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_a10.wav
angry,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_a11.wav
angry,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_a12.wav
angry,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_a13.wav
angry,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_a14.wav
angry,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_a15.wav
disgust,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_d01.wav
disgust,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_d02.wav
disgust,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_d03.wav
disgust,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_d04.wav
disgust,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_d05.wav
disgust,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_d06.wav
disgust,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_d07.wav
disgust,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_d08.wav
disgust,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_d09.wav
disgust,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_d10.wav
disgust,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_d11.wav
disgust,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_d12.wav
disgust,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_d13.wav
disgust,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_d14.wav
disgust,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_d15.wav
fear,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_f01.wav
fear,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_f02.wav
fear,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_f03.wav
fear,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_f04.wav
fear,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_f05.wav
fear,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_f06.wav
fear,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_f07.wav
fear,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_f08.wav
fear,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_f09.wav
fear,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_f10.wav
fear,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_f11.wav
fear,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_f12.wav
fear,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_f13.wav
fear,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_f14.wav
fear,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_f15.wav
happy,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_h01.wav
happy,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_h02.wav
happy,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_h03.wav
happy,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_h04.wav
happy,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_h05.wav
happy,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_h06.wav
happy,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_h07.wav
happy,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_h08.wav
happy,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_h09.wav
happy,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_h10.wav
happy,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_h11.wav
happy,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_h12.wav
happy,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_h13.wav
happy,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_h14.wav
happy,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_h15.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_n01.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_n02.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_n03.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_n04.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_n05.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_n06.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_n07.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_n08.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_n09.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_n10.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_n11.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_n12.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_n13.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_n14.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_n15.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_n16.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_n17.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_n18.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_n19.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_n20.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_n21.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_n22.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_n23.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_n24.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_n25.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_n26.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_n27.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_n28.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_n29.wav
neutral,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_n30.wav
sad,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_sa01.wav
sad,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_sa02.wav
sad,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_sa03.wav
sad,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_sa04.wav
sad,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_sa05.wav
sad,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_sa06.wav
sad,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_sa07.wav
sad,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_sa08.wav
sad,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_sa09.wav
sad,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_sa10.wav
sad,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_sa11.wav
sad,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_sa12.wav
sad,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_sa13.wav
sad,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_sa14.wav
sad,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_sa15.wav
surprise,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_su01.wav
surprise,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_su02.wav
surprise,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_su03.wav
surprise,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_su04.wav
surprise,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_su05.wav
surprise,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_su06.wav
surprise,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_su07.wav
surprise,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_su08.wav
surprise,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_su09.wav
surprise,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_su10.wav
surprise,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_su11.wav
surprise,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_su12.wav
surprise,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_su13.wav
surprise,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_su14.wav
surprise,D:/Emotion Recognition from Text and Speech/Speech Emotion Recognition/dataset/KL_su15.wav
